"4";"server";"classical";"9.2p1";"Ed25519(256)";"1001";"85354715,679300";"720892,695492";"85315996,000000";"86669029,000000";"87532894,000000";"83118028,000000";"88460555,000000";"141650220,481500";"212897,705976";"141632836,000000";"142039389,000000";"142306089,000000";"140969811,000000";"142602722,000000";"374255,111900";"2988,360339";"373661,000000";"379763,000000";"382490,000000";"366625,000000";"385572,000000";"1,659662";"0,013717";"1,660072";"1,679504";"1,692015";"1,600556";"1,703055";"0,004385";"0,000050";"0,004385";"0,004466";"0,004506";"0,004194";"0,004565"
"5";"client";"hybrid";"9.2p1";"RSA(2048)";"1001";"488563874,334700";"173502,624404";"488553925,000000";"488832518,000000";"489098597,000000";"488086468,000000";"489597699,000000";"1112221674,628400";"82276,736407";"1112218701,000000";"1112354121,000000";"1112412903,000000";"1111949226,000000";"1112583070,000000";"177108,548500";"2934,230183";"176882,000000";"182127,000000";"183726,000000";"168480,000000";"187102,000000";"2,276513";"0,000789";"2,276572";"2,277771";"2,278168";"2,271743";"2,278521";"0,000363";"0,000006";"0,000362";"0,000373";"0,000376";"0,000345";"0,000383"
"5";"server";"hybrid";"9.2p1";"RSA(2048)";"1001";"127897331,568400";"647959,684797";"127887482,000000";"128920316,000000";"129625784,000000";"125885001,000000";"130431662,000000";"232298257,096900";"229519,823517";"232273023,000000";"232774625,000000";"232976061,000000";"231737336,000000";"233201338,000000";"390419,140900";"3130,424422";"389816,000000";"396284,000000";"400307,000000";"383027,000000";"405124,000000";"1,816331";"0,008902";"1,816511";"1,829644";"1,834661";"1,780463";"1,845083";"0,003053";"0,000028";"0,003050";"0,003103";"0,003133";"0,002974";"0,003158"
"6";"client";"hybrid";"9.2p1";"RSA(4096)";"1001";"512956586,314700";"236823,570983";"512953625,000000";"513376562,000000";"513562598,000000";"512238228,000000";"513890917,000000";"1190216714,993000";"155853,936335";"1190213056,000000";"1190472188,000000";"1190613153,000000";"1189782696,000000";"1190749102,000000";"192140,905100";"2931,055772";"191956,000000";"197255,000000";"199001,000000";"184964,000000";"203242,000000";"2,320307";"0,001042";"2,320366";"2,321815";"2,322319";"2,316218";"2,323653";"0,000375";"0,000006";"0,000374";"0,000385";"0,000388";"0,000361";"0,000396"
"6";"server";"hybrid";"9.2p1";"RSA(4096)";"1001";"166939872,327700";"717519,870284";"166909509,000000";"168170970,000000";"168790810,000000";"164510360,000000";"169772904,000000";"352025456,876100";"398935,551352";"351993197,000000";"352732823,000000";"353037703,000000";"350900386,000000";"353691800,000000";"435251,213800";"3269,211701";"434703,000000";"441312,000000";"444505,000000";"427418,000000";"450583,000000";"2,108732";"0,008716";"2,108846";"2,121603";"2,128097";"2,069849";"2,141128";"0,002607";"0,000022";"0,002605";"0,002646";"0,002669";"0,002536";"0,002710"
"7";"client";"hybrid";"9.2p1";"Ed25519(256)";"1001";"491956512,957000";"407532,443505";"491859991,000000";"492862015,000000";"493501998,000000";"491312202,000000";"494334342,000000";"1127332117,459500";"159139,092162";"1127340436,000000";"1127570763,000000";"1127670009,000000";"1126695883,000000";"1127757925,000000";"177889,665300";"2811,969746";"177774,000000";"182783,000000";"184612,000000";"170831,000000";"186935,000000";"2,291530";"0,001890";"2,292018";"2,293387";"2,293880";"2,280532";"2,294194";"0,000362";"0,000006";"0,000361";"0,000371";"0,000375";"0,000347";"0,000379"
"7";"server";"hybrid";"9.2p1";"Ed25519(256)";"1001";"123758712,449600";"750052,727324";"123690268,000000";"125159559,000000";"125908143,000000";"121600761,000000";"126798213,000000";"227800005,368600";"228446,270728";"227782005,000000";"228241832,000000";"228458588,000000";"227209748,000000";"228914467,000000";"377143,289700";"3093,161686";"376523,000000";"382885,000000";"385929,000000";"369572,000000";"394628,000000";"1,840744";"0,010909";"1,841544";"1,857063";"1,864540";"1,795330";"1,873728";"0,003048";"0,000030";"0,003045";"0,003102";"0,003125";"0,002948";"0,003216"
"8";"client";"hybrid";"10.0p1-7";"RSA(2048)";"1001";"36458951,840200";"325853,340749";"36430209,000000";"36951855,000000";"37189950,000000";"34969647,000000";"41109149,000000";"81574313,921100";"125596,769273";"81574252,000000";"81784687,000000";"81904412,000000";"81189472,000000";"81982608,000000";"159991,783200";"2099,239704";"159857,000000";"163680,000000";"165696,000000";"154556,000000";"173531,000000";"2,237596";"0,019057";"2,238776";"2,263485";"2,273959";"1,986665";"2,331961";"0,004389";"0,000065";"0,004385";"0,004494";"0,004548";"0,003852";"0,004708"
"8";"server";"hybrid";"10.0p1-7";"RSA(2048)";"1001";"95168464,936100";"799539,372947";"95138264,000000";"96563347,000000";"97523286,000000";"90295560,000000";"98294207,000000";"151438816,730300";"273453,907296";"151397734,000000";"151970882,000000";"152229028,000000";"150772716,000000";"152515895,000000";"430459,924100";"4084,763103";"430380,000000";"437685,000000";"440396,000000";"421224,000000";"445533,000000";"1,591376";"0,012864";"1,591911";"1,610722";"1,619167";"1,547122";"1,675508";"0,004523";"0,000051";"0,004521";"0,004611";"0,004651";"0,004342";"0,004729"
"9";"client";"hybrid";"10.0p1-7";"RSA(3072)";"1001";"47461593,427600";"309353,092767";"47460909,000000";"47942944,000000";"48206641,000000";"46087383,000000";"48350251,000000";"116097888,410600";"178352,627628";"116097474,000000";"116389320,000000";"116503034,000000";"115555839,000000";"116854767,000000";"165995,391600";"2097,264347";"165952,000000";"169604,000000";"171608,000000";"160665,000000";"172813,000000";"2,446242";"0,015526";"2,445694";"2,472101";"2,482707";"2,398799";"2,524826";"0,003498";"0,000046";"0,003495";"0,003575";"0,003614";"0,003367";"0,003674"
"9";"server";"hybrid";"10.0p1-7";"RSA(3072)";"1001";"111413832,392600";"808719,018720";"111370070,000000";"112755629,000000";"113537780,000000";"106908472,000000";"114667066,000000";"200588833,520500";"319571,858766";"200569943,000000";"201134564,000000";"201397735,000000";"199758368,000000";"202437838,000000";"447507,872100";"3882,275597";"447400,000000";"454215,000000";"457777,000000";"438694,000000";"460582,000000";"1,800486";"0,012922";"1,801013";"1,819595";"1,830099";"1,752352";"1,875359";"0,004017";"0,000043";"0,004015";"0,004088";"0,004117";"0,003883";"0,004221"
